asset_number,asset_description,manufacturer,model_number,serial_number,facility,department,purchase_date,install_date,support_end_date,operating_system,ip_address,mac_address,device_status,replacement_cost,risk_score
ASSET-007143,Lighting Systems,Surgical Care Industries,SUR-7002,HM-05882870,Jerome,Emergency,2019-11-07,2020-01-14,2027-02-26,Windows 10,192.168.245.45,,Active,40292.5,76.9
ASSET-007144,CT Scanners,Philips,PHI-5798,JL-17199497,North Canyon,OR (Operating Room),2020-03-18,2020-04-03,2029-10-27,QNX,192.168.225.19,,Active,162775.63,48.15
ASSET-007145,Infusion Pumps,JMS,JMS-3449,BR-00970644,Jerome,Neuro,2017-09-05,2017-09-22,2026-09-05,Windows 11,192.168.209.96,97:09:9c:0d:60:f2,Active,382541.16,93.05
ASSET-007146,Dialysis,Nxstage,NXS-1581,LL-12534611,Jerome,Imaging (Radiology),2015-12-05,2016-01-17,2026-06-03,,192.168.103.107,67:3d:03:7b:ff:ca,Active,477570.96,100.0
ASSET-007147,Defibrillators,Philips,PHI-5577,BD-52402782,Wood River,Lab,2018-01-11,2018-02-03,2028-07-07,Windows 10,192.168.143.83,03:30:8a:52:9b:f5,Active,282504.13,70.49
ASSET-007148,Ultrasound,Sonosite,SON-4335,MG-58113083,Twin Falls,Recovery,2017-08-17,2017-09-09,2028-01-27,Embedded Linux,,0b:e6:54:f5:fc:b3,Active,447939.02,84.95
ASSET-007149,Anesthesia Machines,GE Healthcare,GE -9504,EG-11695152,Meridian,Med/Surg,2021-02-28,2021-04-30,2027-06-09,Embedded Linux,192.168.32.113,76:2e:07:4a:22:2c,Active,134590.41,79.52
ASSET-007150,Microscopes,Zeiss,ZEI-4755,CG-45089607,Boise,Med/Surg,2018-05-07,2018-08-05,2029-05-16,Custom OS,,61:f9:40:cd:29:77,Active,279150.89,59.16
ASSET-007151,MRI,Philips,PHI-5340,AP-76670806,Boise,OR (Operating Room),2015-12-01,2016-02-05,2028-06-12,Embedded Linux,192.168.9.250,42:75:76:66:78:e6,Active,8656.21,85.01
ASSET-007152,Lighting Systems,Surgical Care Industries,SUR-1785,CT-05064051,Boise,OR (Operating Room),2022-05-26,2022-07-09,2030-04-15,,,,Active,256920.49,41.12
ASSET-007153,Ultrasound,Canon,CAN-3066,BQ-32840144,Boise,OR (Operating Room),2018-02-14,2018-04-10,2030-07-26,VxWorks,192.168.89.63,19:60:7d:4f:7d:3d,Retired,31596.78,56.76
ASSET-007154,Patient Monitors,GE Healthcare,GE -6329,HD-90438935,Twin Falls,OB/GYN,2020-10-16,2020-12-29,2031-01-28,Embedded Linux,192.168.23.53,29:c0:64:8d:14:75,Active,488309.43,53.05
ASSET-007155,Microscopes,Olympus,OLY-5192,FE-73246155,Fruitland,Cardiac Care,2021-10-26,2021-12-28,2027-06-05,Windows 11,192.168.250.55,11:77:94:83:c2:ee,Active,268009.33,72.39
ASSET-007156,Defibrillators,Philips,PHI-9397,DE-41134148,Twin Falls,Emergency,2023-10-07,2023-10-08,2030-06-21,,192.168.50.105,,Retired,198268.13,33.82
ASSET-007157,MRI,Canon,CAN-8800,LF-68926583,Elmore,Lab,2016-01-23,2016-03-05,2030-05-22,VxWorks,192.168.41.7,a6:4e:11:e0:26:b7,Active,374667.62,73.84
ASSET-007158,Surgical Lights,Daray,DAR-2904,LP-73839688,McCall,Emergency,2018-10-11,2018-12-22,2030-11-13,,192.168.102.43,f1:0d:e0:40:81:33,Active,147025.7,63.89
ASSET-007159,Lighting Systems,Surgical Care Industries,SUR-6149,QB-06945684,Fruitland,Cardiac Care,2022-12-12,2023-02-19,2031-04-06,Windows Server 2019,192.168.173.246,3a:b7:03:2a:36:c1,Active,61703.39,34.45
ASSET-007160,Defibrillators,Medtronic,MED-2066,PL-93195799,Nampa,Neuro,2020-08-22,2020-09-14,2030-05-20,,192.168.160.186,cf:2a:60:13:db:a1,Active,470519.26,48.01
ASSET-007161,Ventilators,Drager,DRA-3289,JG-91239449,Eagle,Med/Surg,2016-08-28,2016-11-07,2027-06-06,VxWorks,192.168.46.178,69:23:6f:a4:06:7f,Active,146014.21,95.85
ASSET-007162,CT Scanners,Philips,PHI-5170,JB-07845784,Jerome,Cardiac Care,2017-04-12,2017-05-08,2030-11-25,Embedded Linux,192.168.155.155,40:4e:7f:62:6e:5e,Active,194937.17,60.34
ASSET-007163,Patient Monitors,Spacelabs,SPA-4732,LB-23077146,Elmore,Imaging (Radiology),2021-08-02,2021-09-03,2027-09-28,Windows 10,192.168.17.114,e0:b9:6b:d6:fb:bf,Active,131859.85,56.1
ASSET-007164,Vital Signs Monitors,Edan,EDA-1301,QP-28601183,Wood River,Imaging (Radiology),2023-01-28,2023-03-07,2026-08-09,Custom OS,192.168.13.121,21:33:1e:4e:5a:b8,Active,410485.2,69.28
ASSET-007165,CT Scanners,GE Healthcare,GE -1032,DH-91081898,Twin Falls,Emergency,2022-09-14,2022-11-29,2027-02-17,Windows 11,,11:32:c7:9d:8b:4c,Active,306885.36,66.99
ASSET-007166,Ultrasound,Sonosite,SON-3733,AS-78011047,Magic Valley,ICU (Intensive Care),2019-08-24,2019-10-03,2032-04-27,,192.168.18.224,ce:cd:a8:00:b5:e7,Active,470356.04,56.77
ASSET-007167,Anesthesia Machines,Aisys,AIS-7502,NR-44445325,Meridian,Neuro,2022-01-22,2022-02-06,2026-03-19,Custom OS,192.168.231.200,f8:12:b5:08:d8:7b,Active,327503.39,71.13
ASSET-007168,Defibrillators,Zoll,ZOL-3132,JM-21195110,McCall,Recovery,2016-12-04,2016-12-17,2030-05-22,,192.168.60.162,e1:21:e4:78:c3:a4,Active,328925.81,69.28
ASSET-007169,Vital Signs Monitors,Spacelabs,SPA-7556,MC-26582165,Nampa,Med/Surg,2015-03-16,2015-06-06,2026-01-18,Custom OS,,fc:25:1d:9c:25:78,Retired,133142.53,100.0
ASSET-007170,Defibrillators,Stryker,STR-1695,TS-46200088,Twin Falls,OB/GYN,2021-02-22,2021-04-02,2030-01-10,,192.168.205.20,64:05:fc:69:1c:8f,Active,38373.93,44.63
ASSET-007171,MRI,Siemens,SIE-2654,FF-76414377,McCall,OB/GYN,2022-01-20,2022-02-22,2028-03-09,QNX,192.168.66.16,,Active,429406.73,58.58
ASSET-007172,Microscopes,Zeiss,ZEI-8918,JH-28556931,Jerome,OB/GYN,2022-03-27,2022-03-29,2029-01-27,Custom OS,192.168.126.196,b2:0c:55:b0:6b:05,Active,327620.05,44.39
ASSET-007173,CT Scanners,Philips,PHI-4692,EQ-54881073,North Canyon,OR (Operating Room),2019-04-01,2019-05-23,2030-02-27,QNX,192.168.106.150,96:1d:e3:dc:7b:9d,Active,204381.21,53.19
ASSET-007174,Cardiac Devices,Biotronik,BIO-4488,QH-61990377,Nampa,Cardiac Care,2018-08-02,2018-09-12,2027-10-11,,192.168.66.221,48:03:e9:a0:53:58,Active,316466.83,75.75
ASSET-007175,Dialysis,Fresenius,FRE-7758,HG-11025375,McCall,Lab,2020-02-06,2020-03-07,2028-05-11,Windows 11,,41:a2:a4:88:39:11,Active,473453.92,69.97
ASSET-007176,Ultrasound,Canon,CAN-1091,JB-58515149,Twin Falls,OB/GYN,2019-01-08,2019-02-20,2027-04-02,Windows 11,,b8:fc:ee:b7:fa:f6,Active,295462.78,87.19
ASSET-007177,Patient Monitors,Edan,EDA-1841,QS-07467239,Eagle,OB/GYN,2020-09-10,2020-10-17,2027-07-20,Embedded Linux,,,Active,196309.5,81.95
ASSET-007178,Defibrillators,Medtronic,MED-9539,QN-81188210,Boise,Lab,2021-05-24,2021-05-30,2029-11-21,,192.168.106.25,,Active,329572.24,41.35
ASSET-007179,Microscopes,Nikon,NIK-7836,JE-05955870,Boise,Lab,2023-11-26,2024-01-24,2030-09-05,QNX,192.168.46.246,,Active,94720.09,26.3
ASSET-007180,Vital Signs Monitors,Spacelabs,SPA-5576,HE-53776967,Meridian,Lab,2015-11-15,2016-01-15,2028-08-03,Custom OS,192.168.231.159,64:7c:a0:24:84:56,Retired,384158.72,84.7
ASSET-007181,MRI,Philips,PHI-6073,FT-54966070,Fruitland,Neuro,2017-09-19,2017-11-06,2027-07-12,Windows Server 2019,192.168.63.108,02:95:00:15:54:72,Active,326278.35,93.29
ASSET-007182,Microscopes,Leica,LEI-3116,QD-73723805,Elmore,Neuro,2020-10-17,2020-11-11,2028-08-05,VxWorks,192.168.62.170,,Active,26176.41,63.29
ASSET-007183,Patient Monitors,Spacelabs,SPA-5860,SF-21662966,Nampa,Neuro,2015-07-02,2015-07-12,2026-03-21,Embedded Linux,192.168.199.103,42:3f:33:dd:fe:a8,Active,293792.49,100.0
ASSET-007184,Ventilators,Puritan Bennett,PUR-4017,FN-73428904,Nampa,Imaging (Radiology),2015-01-28,2015-01-29,2027-07-08,,192.168.188.86,df:ad:9b:9b:c9:f4,Active,362245.18,100.0
ASSET-007185,Microscopes,Zeiss,ZEI-3860,SL-85446068,Twin Falls,Recovery,2016-08-08,2016-09-22,2029-08-25,Windows 11,192.168.91.158,0f:be:b6:3f:9b:d4,Retired,27212.76,65.2
ASSET-007186,Surgical Lights,Daray,DAR-1443,HG-89932191,Nampa,Lab,2023-12-07,2024-01-10,2028-09-18,,192.168.188.206,9d:92:1f:c1:18:93,Active,467852.44,27.79
ASSET-007187,Patient Monitors,Mindray,MIN-7963,GK-04421795,Eagle,Med/Surg,2016-04-22,2016-05-25,2029-07-08,,192.168.247.9,e2:30:46:15:36:90,Active,66257.49,68.86
ASSET-007188,Microscopes,Leica,LEI-1435,PF-85645044,North Canyon,Imaging (Radiology),2020-05-20,2020-06-19,2027-01-10,,,,Active,168919.43,77.54
ASSET-007189,Ventilators,Puritan Bennett,PUR-9937,PN-40441631,Twin Falls,Lab,2020-04-26,2020-07-01,2027-03-23,,192.168.66.184,37:16:17:6c:11:bf,Active,21877.33,79.29
ASSET-007190,MRI,Canon,CAN-5987,QA-41700033,North Canyon,OB/GYN,2021-09-23,2021-09-28,2027-11-11,Windows 11,192.168.88.15,,Active,388049.15,63.25
ASSET-007191,Ventilators,VELA,VEL-8936,NA-47421206,Fruitland,ICU (Intensive Care),2017-09-01,2017-11-28,2026-12-27,Windows Server 2019,192.168.230.209,,Active,45402.52,99.87
ASSET-007192,Microscopes,Olympus,OLY-1988,ET-58085690,Magic Valley,Med/Surg,2016-05-06,2016-05-17,2029-05-27,,192.168.51.150,ee:95:ee:74:ab:a2,Active,479759.24,71.47
ASSET-007193,Ventilators,Puritan Bennett,PUR-1349,QE-91708880,North Canyon,Recovery,2023-08-13,2023-10-05,2027-07-24,Embedded Linux,192.168.246.113,8a:be:62:33:c8:e9,Active,425015.11,68.55
ASSET-007194,Dehumidifiers,Honeywell,HON-7295,QQ-42075308,Meridian,OR (Operating Room),2016-03-02,2016-05-21,2031-01-22,QNX,,,Active,277913.62,71.68
ASSET-007195,Surgical Lights,Brüel & Kjaer,BRÜ-4766,JL-22696673,North Canyon,OR (Operating Room),2020-07-15,2020-08-31,2031-02-07,,,,Active,435200.3,50.07
ASSET-007196,Dehumidifiers,Condair,CON-4199,MT-86015008,Eagle,ICU (Intensive Care),2020-01-08,2020-01-13,2030-08-15,Windows 10,,5d:a5:1e:a7:08:75,Active,120343.9,53.3
ASSET-007197,Cardiac Devices,Abbott,ABB-3834,PR-54914651,Twin Falls,Cardiac Care,2020-06-17,2020-06-19,2029-01-12,,192.168.210.204,31:3c:cf:11:49:39,Active,248494.95,45.48
ASSET-007198,Anesthesia Machines,Aestiva,AES-7440,EN-92127195,Magic Valley,Neuro,2015-03-28,2015-04-05,2026-10-01,,192.168.209.71,df:ea:aa:42:b5:bb,Active,488894.51,100.0
ASSET-007199,Ventilators,Philips,PHI-9234,PS-17186709,Elmore,ICU (Intensive Care),2018-07-28,2018-08-15,2027-01-09,,192.168.113.123,bc:06:7b:c3:68:e8,Active,360951.0,93.9
ASSET-007200,Vital Signs Monitors,GE Healthcare,GE -7281,LJ-37201648,Jerome,Recovery,2020-08-14,2020-10-11,2030-03-16,Windows 11,,e6:f9:54:c0:e6:5c,Active,237227.19,50.52
ASSET-007201,Dialysis,Nxstage,NXS-4200,PG-71332581,Nampa,OR (Operating Room),2018-03-08,2018-04-10,2028-09-12,Windows Server 2019,,59:c1:4b:2c:9c:32,Active,250507.39,59.13
ASSET-007202,Cardiac Devices,Medtronic,MED-8462,NE-48130043,Fruitland,ICU (Intensive Care),2020-09-27,2020-11-11,2031-12-14,Embedded Linux,192.168.94.115,f5:56:98:19:54:51,Loaner,42536.13,51.42
ASSET-007203,Lighting Systems,Brüel & Kjaer,BRÜ-5587,AL-56915393,Eagle,OR (Operating Room),2019-09-11,2019-10-05,2027-07-04,Windows Server 2019,192.168.34.179,50:bf:23:d8:40:8b,Loaner,418829.65,84.53
ASSET-007204,Vital Signs Monitors,Mindray,MIN-8578,JP-81876240,Fruitland,OB/GYN,2023-10-22,2023-11-14,2029-01-22,Windows 10,,7b:1e:e6:68:f7:27,Retired,130877.85,34.93
ASSET-007205,Ventilators,VELA,VEL-6994,MS-61010619,Magic Valley,OR (Operating Room),2022-06-27,2022-07-12,2029-05-17,QNX,192.168.188.91,5b:16:73:80:64:ac,Active,347155.6,40.58
ASSET-007206,Cardiac Devices,Medtronic,MED-5877,TP-16189329,Wood River,ICU (Intensive Care),2020-11-09,2020-12-02,2029-09-27,QNX,192.168.251.171,e8:66:79:b2:fa:e2,Active,43226.41,50.51
ASSET-007207,Ventilators,Drager,DRA-9212,CT-53661450,Meridian,OB/GYN,2020-12-22,2021-02-22,2029-04-15,Embedded Linux,192.168.111.79,cc:5d:5b:7c:eb:6c,Active,234004.52,45.91
ASSET-007208,Defibrillators,Philips,PHI-4828,KG-18785037,North Canyon,ICU (Intensive Care),2020-09-28,2020-10-24,2031-12-13,VxWorks,,,Active,170829.08,46.88
ASSET-007209,CT Scanners,Toshiba,TOS-3737,DS-61251426,Jerome,Cardiac Care,2016-06-05,2016-06-13,2030-12-21,QNX,192.168.151.136,45:e7:92:dd:96:e6,Active,493697.05,68.56
ASSET-007210,Ventilators,ResMed,RES-4029,EC-91241521,North Canyon,Recovery,2016-09-25,2016-10-18,2027-06-13,Custom OS,192.168.53.224,60:6f:13:ef:a1:ed,Active,332655.67,97.92
ASSET-007211,MRI,GE Healthcare,GE -7849,NB-93387300,McCall,Imaging (Radiology),2021-06-02,2021-07-14,2030-01-24,Windows Server 2019,192.168.132.166,4a:96:fc:64:a6:d9,Active,67084.14,47.53
ASSET-007212,Ultrasound,Sonosite,SON-2634,HQ-32897957,Eagle,Recovery,2022-08-05,2022-09-26,2026-08-10,QNX,,a3:dc:55:d2:68:b6,Retired,442428.42,69.24
ASSET-007213,Dialysis,Fresenius,FRE-9051,KM-75641089,Fruitland,Recovery,2017-07-21,2017-09-08,2029-11-28,,192.168.39.100,fb:e5:e8:f1:a6:86,Active,308592.54,60.11
ASSET-007214,Anesthesia Machines,Aisys,AIS-1307,GR-20725940,Twin Falls,OB/GYN,2023-08-10,2023-10-31,2032-08-05,,192.168.187.115,11:b6:6f:8f:04:86,Retired,171698.88,38.93
ASSET-007215,Dehumidifiers,Honeywell,HON-5959,SJ-64941330,Eagle,OB/GYN,2018-04-10,2018-06-12,2026-06-06,VxWorks,192.168.166.166,ac:e3:82:71:31:ef,Active,496325.9,94.09
ASSET-007216,Microscopes,Olympus,OLY-4173,JE-55225549,Magic Valley,Cardiac Care,2021-05-10,2021-06-30,2030-03-17,QNX,192.168.211.103,63:84:ba:7e:9c:16,Active,412932.25,43.75
ASSET-007217,Surgical Lights,Brüel & Kjaer,BRÜ-7220,GE-28514136,Nampa,Recovery,2015-05-13,2015-08-10,2030-09-25,Windows Server 2019,192.168.82.163,,Active,259488.52,79.82
ASSET-007218,Infusion Pumps,Hospira,HOS-9814,GA-55861333,Fruitland,OB/GYN,2015-03-10,2015-06-04,2027-09-18,Windows 11,192.168.227.248,,Active,274844.73,88.71
ASSET-007219,CT Scanners,GE Healthcare,GE -4607,RE-56131113,Twin Falls,Lab,2018-10-07,2018-10-23,2030-05-17,VxWorks,192.168.197.201,,Active,330395.7,61.73
ASSET-007220,CT Scanners,Siemens,SIE-6487,GM-36790821,Nampa,Emergency,2020-01-15,2020-02-29,2030-03-28,,,,Active,490480.05,54.35
ASSET-007221,Defibrillators,Cardiac Science,CAR-6027,AT-22111189,North Canyon,OB/GYN,2015-06-26,2015-08-25,2031-01-17,QNX,192.168.68.104,,Active,110343.04,75.41
ASSET-007222,Dialysis,Gambro,GAM-3311,GB-30879933,Magic Valley,Emergency,2020-10-20,2020-12-14,2029-05-17,,192.168.204.11,8f:1a:ca:09:0f:0a,Active,12575.64,51.01
ASSET-007223,MRI,Philips,PHI-5003,PA-91389198,Wood River,Imaging (Radiology),2020-10-15,2020-11-29,2026-10-18,,,69:5a:f7:ef:6d:3d,Active,95108.82,80.88
ASSET-007224,Infusion Pumps,Medtronic,MED-2771,DT-20828968,Nampa,Emergency,2020-05-08,2020-06-16,2026-10-01,QNX,,3f:be:65:85:b1:1a,Active,332270.65,79.69
ASSET-007225,Dialysis,DaVita,DAV-9999,TH-14335862,Jerome,Lab,2018-10-19,2018-11-19,2027-03-19,Embedded Linux,192.168.156.231,06:d6:06:13:09:cb,Active,29042.65,94.54
ASSET-007226,MRI,Hitachi,HIT-3341,RP-58805887,Wood River,Med/Surg,2021-12-16,2022-03-14,2029-04-13,Windows Server 2019,192.168.189.84,85:4f:93:ba:5f:13,Active,41593.76,39.54
ASSET-007227,Ultrasound,Canon,CAN-5591,FJ-80768790,Boise,Recovery,2021-03-27,2021-06-17,2026-02-18,Custom OS,192.168.112.65,63:76:b2:12:0c:ff,Active,132187.25,77.86
ASSET-007228,MRI,Philips,PHI-2961,SN-46442359,Twin Falls,Emergency,2016-04-18,2016-05-25,2026-03-27,Embedded Linux,,03:16:45:3b:43:b6,Active,377173.94,100.0
ASSET-007229,Microscopes,Nikon,NIK-3125,EB-48409270,Meridian,Med/Surg,2023-09-16,2023-10-07,2028-01-26,,192.168.64.202,33:dc:e2:43:75:a8,Active,25504.49,50.96
ASSET-007230,Defibrillators,Cardiac Science,CAR-8899,TB-75422489,Fruitland,Med/Surg,2017-10-02,2017-10-26,2031-12-20,Windows 11,192.168.73.199,28:02:83:2c:66:88,Active,125668.16,65.57
ASSET-007231,Lighting Systems,Steris,STE-4434,NG-14768983,Nampa,Imaging (Radiology),2016-03-25,2016-05-19,2027-04-19,QNX,192.168.203.91,,Active,19593.08,100.0
ASSET-007232,MRI,Hitachi,HIT-9274,PS-91596586,Wood River,Cardiac Care,2022-09-13,2022-12-09,2032-11-24,Windows 11,192.168.5.163,89:54:a9:26:0d:47,Active,340736.34,41.57
ASSET-007233,Surgical Lights,Brüel & Kjaer,BRÜ-3310,JL-14034845,Jerome,Lab,2017-12-09,2018-03-04,2029-08-14,Windows Server 2019,192.168.245.51,d0:a6:eb:86:97:2f,Active,419949.06,57.89
ASSET-007234,Ventilators,GE Healthcare,GE -4053,GJ-36793263,Wood River,OB/GYN,2018-11-13,2018-12-05,2027-02-19,,192.168.196.117,2c:ab:38:de:b8:53,Active,289396.25,91.61
ASSET-007235,CT Scanners,Hitachi,HIT-5077,NP-57081175,Wood River,Emergency,2022-04-10,2022-05-18,2029-02-17,Custom OS,,a4:26:50:ee:b6:e4,Active,408627.73,36.34
ASSET-007236,Ultrasound,Siemens,SIE-3836,BS-14466584,Magic Valley,Lab,2020-05-25,2020-06-29,2028-06-08,Windows 10,192.168.77.238,ef:17:33:5c:d0:5a,Active,187580.08,69.47
ASSET-007237,Microscopes,Olympus,OLY-6500,DD-95710706,McCall,OR (Operating Room),2019-07-01,2019-09-13,2026-03-02,,192.168.238.127,,Retired,211247.97,81.18
ASSET-007238,CT Scanners,Siemens,SIE-5635,AN-40223596,Wood River,Cardiac Care,2015-08-06,2015-08-27,2029-05-07,Windows 10,192.168.140.220,44:e0:4c:36:32:9d,Active,290021.47,74.69
ASSET-007239,Microscopes,Zeiss,ZEI-7577,AK-58552295,Wood River,Cardiac Care,2016-09-05,2016-11-26,2028-07-26,,,f0:7e:5a:64:da:1d,Active,184925.55,85.74
ASSET-007240,Dialysis,Gambro,GAM-5360,TN-43604884,Meridian,Cardiac Care,2020-10-01,2020-10-18,2032-02-27,Windows 10,192.168.101.111,6d:de:82:45:45:ad,Active,212548.94,51.12
ASSET-007241,Ultrasound,Siemens,SIE-4059,QN-18174575,Meridian,Med/Surg,2019-05-15,2019-05-31,2027-06-16,Custom OS,192.168.103.52,fe:c4:05:d1:19:82,Active,437571.47,84.72
ASSET-007242,Defibrillators,Philips,PHI-3482,SR-82636900,Boise,OR (Operating Room),2022-11-24,2022-12-01,2028-05-05,Windows Server 2019,192.168.242.242,07:74:e1:8e:6c:b6,Active,439466.24,51.53
ASSET-007243,Defibrillators,Zoll,ZOL-5811,QJ-30365907,McCall,Lab,2021-07-05,2021-08-14,2030-06-25,VxWorks,192.168.187.122,e6:67:9d:ba:d6:d0,Loaner,456844.96,46.78
ASSET-007244,Microscopes,Leica,LEI-5583,QB-67433409,McCall,Neuro,2022-11-11,2022-12-29,2030-06-13,Windows Server 2019,192.168.252.21,93:d1:9e:ce:d3:5d,Loaner,58822.86,41.42
ASSET-007245,Vital Signs Monitors,Spacelabs,SPA-1863,KH-55501333,Jerome,Neuro,2018-08-20,2018-10-16,2029-02-10,Embedded Linux,192.168.24.209,,Active,164067.25,55.53
ASSET-007246,Defibrillators,Cardiac Science,CAR-5430,DS-17274963,McCall,ICU (Intensive Care),2021-09-08,2021-12-02,2031-02-15,Windows 11,192.168.113.2,06:6a:9c:86:07:23,Active,104633.98,42.17
ASSET-007247,Infusion Pumps,Baxter,BAX-8953,BD-85340261,Elmore,Lab,2021-12-04,2022-02-14,2026-06-08,QNX,192.168.124.142,f3:e2:57:f1:0a:1a,Active,132537.99,72.35
ASSET-007248,Microscopes,Zeiss,ZEI-6440,CB-58526323,Fruitland,Neuro,2015-02-24,2015-03-30,2028-11-14,QNX,192.168.18.8,8c:66:87:ad:39:ba,Active,109092.63,75.45
ASSET-007249,Anesthesia Machines,Aestiva,AES-1267,PE-78577884,Twin Falls,Recovery,2017-08-26,2017-10-24,2031-12-06,Windows 10,,ca:15:50:2f:df:cb,Active,96956.1,68.75
ASSET-007250,Ventilators,ResMed,RES-7002,PN-05420118,Elmore,Imaging (Radiology),2015-07-21,2015-09-17,2028-08-17,,192.168.36.69,6a:bc:e8:3e:06:97,Active,462745.61,90.92
ASSET-007251,Dehumidifiers,Honeywell,HON-9501,CS-82726340,Elmore,Recovery,2022-06-24,2022-08-08,2026-02-23,QNX,192.168.108.50,8e:6d:19:57:d7:7e,Active,342206.46,68.16
ASSET-007252,Surgical Lights,Brüel & Kjaer,BRÜ-3009,TC-81497741,Twin Falls,OR (Operating Room),2022-06-20,2022-07-16,2028-01-21,Windows 10,192.168.15.243,18:2e:f3:3c:8b:86,Active,125323.65,57.37
ASSET-007253,Infusion Pumps,B. Braun,B. -7883,JS-82715131,North Canyon,Neuro,2021-03-18,2021-05-11,2032-06-04,,192.168.6.19,be:52:ef:df:43:cb,Retired,313074.46,48.45
ASSET-007254,Defibrillators,Zoll,ZOL-1464,GJ-28827634,Fruitland,ICU (Intensive Care),2015-01-02,2015-04-02,2029-10-06,,192.168.161.36,22:a1:be:bd:fd:50,Active,94812.98,78.47
ASSET-007255,Infusion Pumps,Medtronic,MED-7062,TG-63571886,Meridian,Imaging (Radiology),2019-11-01,2019-11-25,2031-03-15,Windows 10,,,Active,362057.49,52.79
ASSET-007256,Cardiac Devices,Medtronic,MED-9380,DK-54737457,Elmore,OB/GYN,2016-05-01,2016-05-08,2028-07-27,Windows 11,192.168.49.212,,Loaner,77953.37,89.86
ASSET-007257,Anesthesia Machines,Aisys,AIS-4062,TA-72747931,Wood River,Neuro,2016-10-27,2016-11-23,2030-09-19,Windows Server 2019,192.168.42.54,24:cb:9e:d8:33:13,Active,217299.61,67.8
ASSET-007258,Anesthesia Machines,Drager,DRA-9669,DE-71233678,Fruitland,Recovery,2018-05-15,2018-07-21,2029-06-09,QNX,192.168.61.220,ff:08:a0:29:e3:ba,Active,37862.55,55.42
ASSET-007259,Microscopes,Nikon,NIK-1979,QQ-15542373,Twin Falls,Lab,2023-08-17,2023-08-28,2026-05-05,Windows Server 2019,192.168.155.171,73:ad:12:7d:f0:f1,Retired,319780.23,63.37
ASSET-007260,Surgical Lights,Brüel & Kjaer,BRÜ-8347,CG-04145886,Elmore,Imaging (Radiology),2017-09-08,2017-09-18,2026-01-22,Windows Server 2019,192.168.129.227,08:5c:d6:3d:19:bb,Active,457795.16,91.56
ASSET-007261,CT Scanners,Philips,PHI-6036,NH-64323590,North Canyon,Emergency,2023-06-19,2023-08-11,2026-03-22,,192.168.44.26,be:7d:9c:3a:66:52,Active,105792.42,67.32
ASSET-007262,CT Scanners,Hitachi,HIT-3203,KB-28775548,Boise,Emergency,2015-05-02,2015-07-01,2030-02-21,Embedded Linux,192.168.45.86,,Active,447320.11,70.8
ASSET-007263,Ultrasound,Canon,CAN-3485,SS-04210997,Eagle,Lab,2021-12-13,2022-02-15,2030-10-05,QNX,,64:1a:8f:fa:74:53,Active,412189.39,44.19
ASSET-007264,Surgical Lights,Welch Allyn,WEL-5071,NQ-57601966,Jerome,Cardiac Care,2019-08-26,2019-11-13,2030-06-18,,192.168.250.124,78:2a:dc:21:12:91,Loaner,367450.04,50.29
ASSET-007265,Lighting Systems,Brüel & Kjaer,BRÜ-7096,NB-93992783,Elmore,Lab,2022-03-19,2022-06-05,2028-08-09,Custom OS,,af:cd:18:a0:28:d7,Retired,386688.08,51.21
ASSET-007266,Dialysis,Nxstage,NXS-7448,FA-79890978,Boise,Med/Surg,2019-03-25,2019-03-26,2031-02-14,Windows Server 2019,192.168.185.25,9e:50:fa:6f:a5:7e,Active,152923.89,59.0
ASSET-007267,Anesthesia Machines,Drager,DRA-1531,DG-79833810,McCall,Emergency,2022-11-02,2022-11-16,2030-08-05,VxWorks,192.168.69.58,ae:b2:50:86:da:59,Retired,120917.16,40.48
ASSET-007268,Dialysis,Fresenius,FRE-6789,LE-62408319,Meridian,Imaging (Radiology),2018-08-16,2018-08-22,2028-11-12,,192.168.27.214,d0:f1:4f:c0:45:dc,Active,14315.53,61.34
ASSET-007269,MRI,GE Healthcare,GE -5455,GF-64674456,Fruitland,Neuro,2019-02-23,2019-03-28,2030-05-17,,192.168.192.202,e5:48:17:32:45:a5,Active,479477.27,55.88
ASSET-007270,Defibrillators,Philips,PHI-8366,SK-25054678,McCall,Recovery,2020-06-04,2020-07-16,2026-02-20,Embedded Linux,192.168.225.30,d8:76:6f:7d:9f:fc,Retired,218076.56,81.5
ASSET-007271,Defibrillators,Cardiac Science,CAR-3647,KF-88059547,Elmore,Cardiac Care,2020-09-09,2020-10-17,2027-09-12,Embedded Linux,192.168.91.3,91:30:22:b4:0f:4e,Retired,387780.3,64.88
ASSET-007272,Vital Signs Monitors,Mindray,MIN-4923,HQ-00289234,McCall,Recovery,2015-05-12,2015-05-18,2030-05-10,Custom OS,192.168.14.193,,Retired,179335.57,78.05
ASSET-007273,Defibrillators,Zoll,ZOL-1597,DH-14243880,Nampa,OB/GYN,2022-09-20,2022-10-15,2027-01-25,,192.168.205.172,74:59:f6:a2:3f:48,Active,298391.61,71.1
ASSET-007274,Lighting Systems,Steris,STE-7056,BN-72492884,Nampa,OR (Operating Room),2019-10-20,2019-11-10,2027-12-08,VxWorks,,,Active,360222.48,68.15
ASSET-007275,Lighting Systems,Surgical Care Industries,SUR-7795,QL-96573853,Boise,ICU (Intensive Care),2015-01-10,2015-02-17,2027-08-27,Windows 11,192.168.82.37,,Active,254647.38,100.0
