work_order_id,asset_number,work_order_type,request_date,completion_date,technician_id,labor_hours,status
WO-00048465,ASSET-007454,Recall,2024-07-04,2024-07-09,TECH-0037,26.17,Completed
WO-00048466,ASSET-007454,Corrective,2026-02-08,,TECH-0018,32.22,In Progress
WO-00048467,ASSET-007454,Inspection,2023-11-24,2023-12-05,TECH-0030,24.87,Completed
WO-00048468,ASSET-007454,Corrective,2023-03-10,,TECH-0018,26.63,Open
WO-00048469,ASSET-007455,Inspection,2024-07-11,2024-08-04,TECH-0030,9.44,Completed
WO-00048470,ASSET-007455,Corrective,2025-04-26,2025-05-06,TECH-0027,36.88,Completed
WO-00048471,ASSET-007455,Preventive,2024-07-09,2024-08-01,TECH-0015,1.09,Completed
WO-00048472,ASSET-007455,Recall,2023-05-10,2023-06-04,TECH-0018,7.27,Completed
WO-00048473,ASSET-007455,Preventive,2025-07-14,2025-07-29,TECH-0005,21.32,Completed
WO-00048474,ASSET-007455,Recall,2025-10-11,2025-11-09,TECH-0003,36.65,Completed
WO-00048475,ASSET-007455,Preventive,2025-05-12,2025-06-01,TECH-0025,29.82,Completed
WO-00048476,ASSET-007455,Corrective,2024-09-22,2024-09-30,TECH-0011,39.81,Completed
WO-00048477,ASSET-007455,Preventive,2024-01-09,2024-02-06,TECH-0037,20.11,Completed
WO-00048478,ASSET-007456,Preventive,2025-02-14,2025-03-13,TECH-0048,11.33,Completed
WO-00048479,ASSET-007456,Preventive,2025-05-02,2025-05-17,TECH-0040,27.65,Completed
WO-00048480,ASSET-007456,Corrective,2026-03-05,2026-03-29,TECH-0028,14.38,Completed
WO-00048481,ASSET-007456,Preventive,2025-10-10,2025-10-19,TECH-0046,37.45,Completed
WO-00048482,ASSET-007456,Preventive,2023-10-26,2023-11-13,TECH-0013,26.04,Completed
WO-00048483,ASSET-007456,Preventive,2025-02-04,2025-02-21,TECH-0030,14.41,Completed
WO-00048484,ASSET-007456,Inspection,2026-01-11,2026-02-08,TECH-0044,7.44,Completed
WO-00048485,ASSET-007456,Corrective,2026-06-11,2026-07-10,TECH-0026,36.29,Completed
WO-00048486,ASSET-007456,Preventive,2026-07-03,,TECH-0023,15.89,In Progress
WO-00048487,ASSET-007456,Inspection,2025-11-03,2025-12-01,TECH-0022,3.25,Completed
WO-00048488,ASSET-007456,Preventive,2026-05-11,2026-06-04,TECH-0046,23.48,Completed
WO-00048489,ASSET-007456,Preventive,2026-01-22,,TECH-0049,1.22,In Progress
WO-00048490,ASSET-007457,Corrective,2025-09-25,2025-10-12,TECH-0033,36.29,Completed
WO-00048491,ASSET-007457,Preventive,2024-11-22,2024-12-13,TECH-0027,13.57,Completed
WO-00048492,ASSET-007458,Preventive,2026-05-06,2026-06-04,TECH-0017,34.15,Completed
WO-00048493,ASSET-007458,Preventive,2023-05-06,2023-05-19,TECH-0014,5.14,Completed
WO-00048494,ASSET-007458,Preventive,2024-08-17,2024-09-05,TECH-0004,1.84,Completed
WO-00048495,ASSET-007458,Corrective,2023-11-02,,TECH-0037,1.2,In Progress
WO-00048496,ASSET-007458,Preventive,2023-03-22,2023-04-04,TECH-0023,34.33,Completed
WO-00048497,ASSET-007458,Preventive,2025-04-12,2025-04-19,TECH-0031,30.75,Completed
WO-00048498,ASSET-007458,Corrective,2026-06-14,2026-07-02,TECH-0047,26.46,Completed
WO-00048499,ASSET-007459,Corrective,2026-11-15,2026-12-04,TECH-0014,19.26,Completed
WO-00048500,ASSET-007459,Corrective,2024-01-11,2024-02-07,TECH-0013,29.6,Completed
WO-00048501,ASSET-007459,Corrective,2024-04-09,2024-05-08,TECH-0045,24.65,Completed
WO-00048502,ASSET-007459,Preventive,2024-10-18,2024-10-21,TECH-0042,28.2,Completed
WO-00048503,ASSET-007459,Corrective,2023-01-02,2023-02-01,TECH-0019,38.97,Completed
WO-00048504,ASSET-007459,Corrective,2025-07-06,2025-07-26,TECH-0011,11.8,Completed
WO-00048505,ASSET-007459,Preventive,2024-05-11,2024-05-18,TECH-0004,25.17,Completed
WO-00048506,ASSET-007459,Preventive,2025-08-19,,TECH-0009,33.41,Open
WO-00048507,ASSET-007459,Recall,2024-07-19,2024-08-05,TECH-0044,20.17,Completed
WO-00048508,ASSET-007460,Corrective,2026-05-14,2026-05-31,TECH-0005,9.91,Completed
WO-00048509,ASSET-007460,Inspection,2023-10-18,,TECH-0017,0.67,Open
WO-00048510,ASSET-007460,Preventive,2023-10-12,2023-11-07,TECH-0016,18.32,Completed
WO-00048511,ASSET-007460,Preventive,2026-09-20,2026-09-29,TECH-0029,24.31,Completed
WO-00048512,ASSET-007460,Corrective,2024-01-06,2024-01-12,TECH-0014,5.43,Completed
WO-00048513,ASSET-007460,Corrective,2026-12-07,2026-12-26,TECH-0021,36.41,Completed
WO-00048514,ASSET-007460,Corrective,2024-08-24,2024-09-15,TECH-0023,25.61,Completed
WO-00048515,ASSET-007460,Recall,2024-01-26,2024-02-11,TECH-0020,6.31,Completed
WO-00048516,ASSET-007460,Preventive,2023-03-15,2023-04-02,TECH-0007,6.81,Completed
WO-00048517,ASSET-007460,Preventive,2026-12-26,,TECH-0012,39.28,In Progress
WO-00048518,ASSET-007460,Preventive,2026-01-28,2026-02-10,TECH-0012,7.25,Completed
WO-00048519,ASSET-007461,Corrective,2024-10-12,2024-11-01,TECH-0007,19.87,Completed
WO-00048520,ASSET-007461,Corrective,2026-12-18,,TECH-0019,5.82,Open
WO-00048521,ASSET-007461,Corrective,2023-03-15,2023-03-31,TECH-0032,4.07,Completed
WO-00048522,ASSET-007461,Corrective,2023-01-18,2023-02-13,TECH-0018,3.26,Completed
WO-00048523,ASSET-007461,Preventive,2023-09-15,2023-10-07,TECH-0030,17.62,Completed
WO-00048524,ASSET-007462,Inspection,2026-09-22,,TECH-0028,11.53,Open
WO-00048525,ASSET-007462,Corrective,2026-07-22,2026-07-31,TECH-0009,12.1,Completed
WO-00048526,ASSET-007462,Recall,2023-05-27,2023-06-15,TECH-0038,29.14,Completed
WO-00048527,ASSET-007462,Corrective,2026-12-01,2026-12-24,TECH-0011,6.27,Completed
WO-00048528,ASSET-007462,Inspection,2023-07-21,2023-08-08,TECH-0042,31.05,Completed
WO-00048529,ASSET-007462,Recall,2025-05-07,2025-05-12,TECH-0004,22.33,Completed
WO-00048530,ASSET-007462,Corrective,2023-11-14,2023-12-07,TECH-0033,22.16,Completed
WO-00048531,ASSET-007462,Corrective,2023-04-27,2023-05-08,TECH-0017,31.06,Completed
WO-00048532,ASSET-007462,Corrective,2026-10-06,2026-10-08,TECH-0003,34.01,Completed
WO-00048533,ASSET-007463,Corrective,2024-08-01,2024-08-06,TECH-0010,4.28,Completed
WO-00048534,ASSET-007463,Corrective,2023-08-19,2023-09-12,TECH-0036,21.52,Completed
WO-00048535,ASSET-007463,Recall,2024-05-12,2024-05-25,TECH-0040,22.39,Completed
WO-00048536,ASSET-007463,Corrective,2025-07-08,2025-08-01,TECH-0005,13.17,Completed
WO-00048537,ASSET-007463,Corrective,2023-04-19,2023-05-09,TECH-0006,39.9,Completed
WO-00048538,ASSET-007463,Preventive,2026-06-06,2026-06-11,TECH-0046,22.33,Completed
WO-00048539,ASSET-007463,Preventive,2023-04-25,,TECH-0045,34.38,In Progress
WO-00048540,ASSET-007463,Preventive,2025-02-10,,TECH-0023,35.36,Open
WO-00048541,ASSET-007463,Corrective,2025-10-28,2025-11-06,TECH-0021,1.14,Completed
WO-00048542,ASSET-007463,Preventive,2025-09-18,,TECH-0049,38.33,Open
WO-00048543,ASSET-007463,Preventive,2025-11-21,2025-12-05,TECH-0009,21.15,Completed
WO-00048544,ASSET-007464,Preventive,2025-07-19,2025-08-01,TECH-0007,22.57,Completed
WO-00048545,ASSET-007464,Corrective,2024-07-22,2024-08-20,TECH-0005,9.94,Completed
WO-00048546,ASSET-007464,Corrective,2026-07-01,2026-07-27,TECH-0024,12.76,Completed
WO-00048547,ASSET-007464,Preventive,2023-12-24,2024-01-06,TECH-0018,20.74,Completed
WO-00048548,ASSET-007464,Corrective,2025-11-22,,TECH-0019,39.14,In Progress
WO-00048549,ASSET-007464,Recall,2024-04-04,2024-04-27,TECH-0016,2.7,Completed
WO-00048550,ASSET-007464,Preventive,2026-12-15,2026-12-30,TECH-0028,10.57,Completed
WO-00048551,ASSET-007464,Corrective,2025-06-05,2025-06-26,TECH-0007,25.98,Completed
WO-00048552,ASSET-007464,Preventive,2023-09-01,2023-09-08,TECH-0008,31.78,Completed
WO-00048553,ASSET-007464,Corrective,2024-03-20,2024-04-18,TECH-0037,18.83,Completed
WO-00048554,ASSET-007464,Corrective,2026-03-26,2026-04-18,TECH-0046,2.07,Completed
WO-00048555,ASSET-007465,Preventive,2026-02-23,2026-03-21,TECH-0047,17.03,Completed
WO-00048556,ASSET-007466,Preventive,2025-04-26,2025-04-28,TECH-0021,36.79,Completed
WO-00048557,ASSET-007466,Preventive,2024-07-24,2024-08-05,TECH-0034,5.67,Completed
WO-00048558,ASSET-007466,Preventive,2025-06-09,2025-07-08,TECH-0039,26.81,Completed
WO-00048559,ASSET-007466,Corrective,2025-06-04,2025-06-26,TECH-0010,16.45,Completed
WO-00048560,ASSET-007466,Corrective,2024-04-26,2024-05-21,TECH-0000,39.55,Completed
WO-00048561,ASSET-007466,Preventive,2023-08-18,2023-09-03,TECH-0006,26.91,Completed
WO-00048562,ASSET-007466,Corrective,2026-10-18,2026-10-26,TECH-0013,4.69,Completed
WO-00048563,ASSET-007466,Corrective,2024-03-16,2024-04-05,TECH-0015,8.71,Completed
WO-00048564,ASSET-007466,Inspection,2024-07-15,,TECH-0019,21.71,In Progress
WO-00048565,ASSET-007466,Preventive,2026-02-11,2026-02-14,TECH-0041,31.2,Completed
WO-00048566,ASSET-007467,Inspection,2025-12-11,2025-12-23,TECH-0004,2.4,Completed
WO-00048567,ASSET-007467,Preventive,2023-08-05,2023-08-29,TECH-0024,37.31,Completed
WO-00048568,ASSET-007467,Corrective,2026-09-22,2026-09-25,TECH-0011,35.87,Completed
WO-00048569,ASSET-007467,Recall,2025-10-20,2025-10-29,TECH-0005,37.72,Completed
WO-00048570,ASSET-007467,Preventive,2025-12-19,2025-12-28,TECH-0042,35.85,Completed
WO-00048571,ASSET-007467,Inspection,2026-03-27,,TECH-0009,35.84,In Progress
WO-00048572,ASSET-007467,Preventive,2023-09-28,2023-10-10,TECH-0011,30.66,Completed
WO-00048573,ASSET-007467,Corrective,2023-02-28,2023-03-07,TECH-0028,33.0,Completed
WO-00048574,ASSET-007467,Corrective,2026-07-21,2026-08-14,TECH-0028,29.76,Completed
WO-00048575,ASSET-007468,Corrective,2024-03-28,2024-04-17,TECH-0026,31.71,Completed
WO-00048576,ASSET-007469,Preventive,2024-09-22,,TECH-0016,3.95,Open
WO-00048577,ASSET-007469,Preventive,2025-12-13,2025-12-23,TECH-0008,30.77,Completed
WO-00048578,ASSET-007469,Corrective,2024-06-26,,TECH-0031,32.94,Open
WO-00048579,ASSET-007469,Corrective,2026-01-20,2026-01-30,TECH-0025,4.66,Completed
WO-00048580,ASSET-007469,Corrective,2026-05-08,2026-05-19,TECH-0040,20.58,Completed
WO-00048581,ASSET-007469,Corrective,2024-10-22,2024-10-31,TECH-0034,28.2,Completed
WO-00048582,ASSET-007469,Corrective,2024-06-25,2024-07-05,TECH-0033,26.62,Completed
WO-00048583,ASSET-007469,Corrective,2026-11-23,2026-12-22,TECH-0032,33.41,Completed
WO-00048584,ASSET-007469,Corrective,2025-11-03,2025-11-15,TECH-0049,14.36,Completed
WO-00048585,ASSET-007470,Preventive,2026-11-18,2026-11-28,TECH-0043,37.92,Completed
WO-00048586,ASSET-007470,Corrective,2023-10-09,2023-10-26,TECH-0031,15.78,Completed
WO-00048587,ASSET-007470,Corrective,2026-08-09,2026-08-20,TECH-0047,9.65,Completed
WO-00048588,ASSET-007470,Corrective,2025-02-05,2025-02-10,TECH-0016,3.29,Completed
WO-00048589,ASSET-007470,Preventive,2026-10-08,2026-10-15,TECH-0049,9.0,Completed
WO-00048590,ASSET-007470,Preventive,2025-06-23,2025-06-29,TECH-0020,34.27,Completed
WO-00048591,ASSET-007470,Preventive,2025-04-15,2025-04-28,TECH-0034,37.51,Completed
WO-00048592,ASSET-007471,Corrective,2025-07-19,2025-07-22,TECH-0031,18.84,Completed
WO-00048593,ASSET-007471,Corrective,2025-12-07,2025-12-16,TECH-0015,35.65,Completed
WO-00048594,ASSET-007471,Corrective,2023-02-10,2023-02-20,TECH-0037,36.1,Completed
WO-00048595,ASSET-007471,Recall,2024-01-04,,TECH-0037,10.41,In Progress
WO-00048596,ASSET-007471,Corrective,2024-12-20,,TECH-0040,23.86,In Progress
WO-00048597,ASSET-007471,Preventive,2026-06-06,2026-06-12,TECH-0017,9.5,Completed
WO-00048598,ASSET-007471,Preventive,2026-07-26,,TECH-0018,25.72,Open
WO-00048599,ASSET-007471,Preventive,2024-10-22,,TECH-0011,13.17,Open
WO-00048600,ASSET-007472,Corrective,2024-03-27,2024-04-10,TECH-0008,12.14,Completed
WO-00048601,ASSET-007472,Recall,2025-09-26,2025-10-10,TECH-0000,26.31,Completed
WO-00048602,ASSET-007472,Corrective,2023-12-06,2023-12-30,TECH-0011,21.38,Completed
WO-00048603,ASSET-007472,Corrective,2023-11-10,2023-12-06,TECH-0019,26.2,Completed
WO-00048604,ASSET-007472,Corrective,2024-04-17,2024-04-18,TECH-0023,37.19,Completed
WO-00048605,ASSET-007472,Corrective,2025-02-13,2025-02-18,TECH-0030,14.27,Completed
WO-00048606,ASSET-007472,Corrective,2023-01-11,2023-02-01,TECH-0014,27.98,Completed
WO-00048607,ASSET-007472,Preventive,2026-03-09,,TECH-0032,2.89,In Progress
WO-00048608,ASSET-007472,Preventive,2026-09-22,2026-09-30,TECH-0009,5.85,Completed
WO-00048609,ASSET-007473,Corrective,2025-08-08,2025-08-14,TECH-0045,34.4,Completed
WO-00048610,ASSET-007473,Corrective,2026-10-25,2026-11-18,TECH-0001,5.26,Completed
WO-00048611,ASSET-007473,Corrective,2024-07-21,2024-08-19,TECH-0002,35.69,Completed
WO-00048612,ASSET-007473,Recall,2024-02-14,2024-02-17,TECH-0030,33.26,Completed
WO-00048613,ASSET-007474,Corrective,2025-12-01,2025-12-04,TECH-0047,25.24,Completed
WO-00048614,ASSET-007474,Preventive,2025-12-09,2025-12-24,TECH-0028,7.76,Completed
WO-00048615,ASSET-007474,Preventive,2026-11-03,2026-11-28,TECH-0011,19.5,Completed
WO-00048616,ASSET-007474,Corrective,2026-07-16,2026-07-18,TECH-0037,25.14,Completed
WO-00048617,ASSET-007474,Inspection,2023-04-03,2023-04-07,TECH-0017,35.63,Completed
WO-00048618,ASSET-007474,Recall,2023-10-22,2023-10-24,TECH-0014,8.84,Completed
WO-00048619,ASSET-007474,Preventive,2023-10-27,2023-11-25,TECH-0031,26.82,Completed
WO-00048620,ASSET-007474,Preventive,2023-03-13,,TECH-0039,35.03,Open
WO-00048621,ASSET-007474,Preventive,2025-02-09,2025-03-07,TECH-0001,5.79,Completed
WO-00048622,ASSET-007474,Inspection,2023-07-09,,TECH-0007,21.52,Open
WO-00048623,ASSET-007475,Corrective,2025-05-12,,TECH-0023,23.11,In Progress
WO-00048624,ASSET-007475,Corrective,2025-03-19,2025-03-23,TECH-0036,23.69,Completed
WO-00048625,ASSET-007475,Corrective,2023-03-26,2023-04-19,TECH-0022,5.31,Completed
WO-00048626,ASSET-007475,Corrective,2026-02-09,2026-02-13,TECH-0005,38.7,Completed
WO-00048627,ASSET-007475,Corrective,2023-08-21,2023-09-01,TECH-0019,16.42,Completed
WO-00048628,ASSET-007475,Corrective,2026-02-02,,TECH-0045,20.01,In Progress
WO-00048629,ASSET-007475,Preventive,2024-03-21,2024-04-20,TECH-0045,34.33,Completed
WO-00048630,ASSET-007475,Recall,2024-09-15,2024-09-21,TECH-0038,10.25,Completed
WO-00048631,ASSET-007475,Corrective,2025-08-13,2025-09-06,TECH-0015,39.56,Completed
WO-00048632,ASSET-007475,Corrective,2026-05-18,2026-06-01,TECH-0035,13.35,Completed
WO-00048633,ASSET-007475,Preventive,2026-06-28,2026-07-21,TECH-0031,14.85,Completed
WO-00048634,ASSET-007476,Recall,2023-07-28,2023-08-12,TECH-0012,31.98,Completed
WO-00048635,ASSET-007476,Preventive,2025-11-08,,TECH-0012,27.02,Open
WO-00048636,ASSET-007476,Corrective,2024-12-16,,TECH-0044,26.62,Open
WO-00048637,ASSET-007476,Corrective,2025-02-16,2025-02-25,TECH-0041,15.1,Completed
WO-00048638,ASSET-007476,Recall,2025-08-18,2025-09-11,TECH-0022,18.61,Completed
WO-00048639,ASSET-007476,Corrective,2023-02-01,2023-02-05,TECH-0006,35.37,Completed
WO-00048640,ASSET-007476,Preventive,2024-11-13,,TECH-0001,12.53,In Progress
WO-00048641,ASSET-007476,Inspection,2024-06-26,2024-07-21,TECH-0035,5.04,Completed
WO-00048642,ASSET-007477,Corrective,2024-07-07,2024-07-09,TECH-0037,1.41,Completed
WO-00048643,ASSET-007477,Preventive,2025-05-03,,TECH-0012,0.61,In Progress
WO-00048644,ASSET-007477,Corrective,2026-06-17,2026-07-15,TECH-0015,39.15,Completed
WO-00048645,ASSET-007477,Preventive,2023-12-18,,TECH-0032,24.75,Open
WO-00048646,ASSET-007478,Preventive,2024-05-06,2024-05-10,TECH-0042,32.57,Completed
WO-00048647,ASSET-007478,Corrective,2026-11-11,2026-11-23,TECH-0029,24.94,Completed
WO-00048648,ASSET-007478,Corrective,2024-02-24,2024-03-16,TECH-0048,32.71,Completed
WO-00048649,ASSET-007478,Corrective,2025-10-12,2025-10-17,TECH-0015,37.93,Completed
WO-00048650,ASSET-007478,Preventive,2024-09-03,2024-10-03,TECH-0003,19.21,Completed
WO-00048651,ASSET-007478,Preventive,2025-12-23,2026-01-05,TECH-0004,4.62,Completed
WO-00048652,ASSET-007478,Preventive,2024-09-01,2024-09-09,TECH-0023,33.05,Completed
WO-00048653,ASSET-007478,Inspection,2024-11-25,2024-11-27,TECH-0031,13.88,Completed
WO-00048654,ASSET-007479,Corrective,2024-09-18,2024-10-18,TECH-0027,36.12,Completed
WO-00048655,ASSET-007479,Corrective,2023-12-25,2024-01-22,TECH-0014,13.29,Completed
WO-00048656,ASSET-007479,Corrective,2026-11-03,2026-11-24,TECH-0043,14.87,Completed
WO-00048657,ASSET-007479,Corrective,2024-06-18,,TECH-0009,3.3,In Progress
WO-00048658,ASSET-007479,Recall,2024-07-11,2024-07-23,TECH-0001,17.28,Completed
WO-00048659,ASSET-007479,Preventive,2023-03-22,2023-04-18,TECH-0016,0.96,Completed
WO-00048660,ASSET-007479,Corrective,2024-09-10,2024-10-07,TECH-0039,15.53,Completed
WO-00048661,ASSET-007479,Corrective,2024-02-13,2024-03-08,TECH-0007,18.23,Completed
WO-00048662,ASSET-007479,Corrective,2026-08-15,2026-08-30,TECH-0019,5.49,Completed
WO-00048663,ASSET-007479,Preventive,2023-06-03,2023-06-09,TECH-0011,33.06,Completed
WO-00048664,ASSET-007479,Corrective,2025-02-13,2025-03-05,TECH-0001,2.28,Completed
WO-00048665,ASSET-007479,Recall,2023-03-13,2023-03-15,TECH-0033,26.6,Completed
WO-00048666,ASSET-007480,Corrective,2026-02-19,2026-03-17,TECH-0026,28.45,Completed
WO-00048667,ASSET-007480,Corrective,2025-09-17,2025-09-21,TECH-0017,5.97,Completed
WO-00048668,ASSET-007480,Preventive,2024-12-23,2024-12-29,TECH-0049,26.25,Completed
WO-00048669,ASSET-007480,Corrective,2023-03-25,2023-04-05,TECH-0003,31.73,Completed
WO-00048670,ASSET-007480,Corrective,2023-07-07,,TECH-0026,16.65,Open
WO-00048671,ASSET-007480,Corrective,2023-03-24,2023-03-25,TECH-0040,17.66,Completed
WO-00048672,ASSET-007480,Corrective,2024-11-27,2024-12-15,TECH-0046,9.95,Completed
WO-00048673,ASSET-007480,Corrective,2025-05-18,2025-06-14,TECH-0035,9.13,Completed
WO-00048674,ASSET-007480,Recall,2025-08-11,2025-08-21,TECH-0022,38.85,Completed
WO-00048675,ASSET-007480,Corrective,2024-09-14,2024-09-30,TECH-0006,32.14,Completed
WO-00048676,ASSET-007480,Corrective,2025-02-28,2025-03-22,TECH-0018,15.05,Completed
WO-00048677,ASSET-007480,Corrective,2026-02-04,2026-02-13,TECH-0037,37.24,Completed
WO-00048678,ASSET-007481,Preventive,2024-08-19,2024-08-22,TECH-0006,3.07,Completed
WO-00048679,ASSET-007481,Corrective,2023-11-26,2023-12-20,TECH-0036,26.56,Completed
WO-00048680,ASSET-007482,Corrective,2025-04-09,2025-04-24,TECH-0033,15.95,Completed
WO-00048681,ASSET-007482,Recall,2026-10-20,2026-10-26,TECH-0033,35.9,Completed
WO-00048682,ASSET-007483,Corrective,2026-08-01,2026-08-08,TECH-0015,26.59,Completed
WO-00048683,ASSET-007483,Inspection,2024-10-13,2024-10-22,TECH-0000,26.1,Completed
WO-00048684,ASSET-007483,Corrective,2023-10-21,2023-11-06,TECH-0031,1.26,Completed
WO-00048685,ASSET-007483,Recall,2026-06-12,2026-06-19,TECH-0049,7.4,Completed
WO-00048686,ASSET-007483,Inspection,2026-05-15,,TECH-0033,18.96,In Progress
WO-00048687,ASSET-007483,Inspection,2025-01-19,2025-02-03,TECH-0033,6.46,Completed
WO-00048688,ASSET-007483,Corrective,2026-08-26,2026-09-13,TECH-0023,9.9,Completed
WO-00048689,ASSET-007484,Corrective,2026-11-20,2026-12-07,TECH-0025,13.59,Completed
WO-00048690,ASSET-007484,Corrective,2026-09-17,2026-09-19,TECH-0002,16.54,Completed
WO-00048691,ASSET-007484,Corrective,2024-05-01,2024-05-07,TECH-0036,25.49,Completed
WO-00048692,ASSET-007485,Corrective,2024-05-01,,TECH-0038,8.12,In Progress
WO-00048693,ASSET-007485,Preventive,2025-06-19,2025-06-21,TECH-0011,29.86,Completed
WO-00048694,ASSET-007485,Preventive,2024-09-28,,TECH-0046,23.81,In Progress
WO-00048695,ASSET-007485,Preventive,2023-12-20,2024-01-17,TECH-0047,16.93,Completed
WO-00048696,ASSET-007485,Corrective,2026-07-03,2026-07-18,TECH-0000,36.8,Completed
WO-00048697,ASSET-007485,Recall,2026-12-18,2027-01-02,TECH-0033,5.66,Completed
WO-00048698,ASSET-007485,Corrective,2025-06-12,,TECH-0024,19.95,In Progress
WO-00048699,ASSET-007485,Preventive,2024-02-06,2024-02-19,TECH-0008,10.64,Completed
WO-00048700,ASSET-007486,Preventive,2023-01-02,2023-01-21,TECH-0021,31.83,Completed
WO-00048701,ASSET-007486,Corrective,2025-04-12,2025-04-13,TECH-0002,4.5,Completed
WO-00048702,ASSET-007486,Preventive,2023-06-01,2023-06-09,TECH-0029,35.35,Completed
WO-00048703,ASSET-007486,Preventive,2025-05-08,2025-05-21,TECH-0034,16.7,Completed
WO-00048704,ASSET-007486,Preventive,2025-09-20,2025-10-07,TECH-0040,8.27,Completed
WO-00048705,ASSET-007486,Recall,2025-11-14,,TECH-0048,38.3,Open
WO-00048706,ASSET-007487,Corrective,2026-12-04,2026-12-31,TECH-0012,12.89,Completed
WO-00048707,ASSET-007487,Corrective,2024-01-18,,TECH-0001,35.21,In Progress
WO-00048708,ASSET-007487,Preventive,2024-09-07,2024-09-15,TECH-0007,10.25,Completed
WO-00048709,ASSET-007487,Recall,2023-03-11,,TECH-0045,2.62,In Progress
WO-00048710,ASSET-007488,Corrective,2026-03-01,2026-03-24,TECH-0034,38.62,Completed
WO-00048711,ASSET-007488,Preventive,2025-07-09,,TECH-0040,13.68,Open
WO-00048712,ASSET-007488,Preventive,2024-04-19,2024-04-29,TECH-0045,14.02,Completed
WO-00048713,ASSET-007489,Corrective,2025-07-15,2025-08-13,TECH-0016,20.89,Completed
WO-00048714,ASSET-007489,Recall,2024-11-11,,TECH-0028,5.07,In Progress
WO-00048715,ASSET-007489,Corrective,2025-02-20,2025-03-13,TECH-0030,24.1,Completed
WO-00048716,ASSET-007489,Preventive,2025-06-23,2025-07-15,TECH-0041,29.99,Completed
WO-00048717,ASSET-007489,Preventive,2025-07-28,2025-08-26,TECH-0038,23.24,Completed
WO-00048718,ASSET-007489,Corrective,2025-07-20,2025-08-12,TECH-0026,36.59,Completed
WO-00048719,ASSET-007489,Preventive,2025-02-09,,TECH-0021,36.2,In Progress
WO-00048720,ASSET-007489,Corrective,2026-05-07,2026-06-04,TECH-0008,22.17,Completed
WO-00048721,ASSET-007489,Corrective,2025-10-22,2025-11-12,TECH-0020,7.25,Completed
WO-00048722,ASSET-007489,Corrective,2024-03-13,,TECH-0015,5.76,Open
WO-00048723,ASSET-007489,Preventive,2026-01-08,2026-02-04,TECH-0011,9.44,Completed
WO-00048724,ASSET-007490,Preventive,2026-03-20,2026-04-01,TECH-0036,29.88,Completed
WO-00048725,ASSET-007490,Corrective,2023-05-17,2023-05-20,TECH-0015,18.17,Completed
WO-00048726,ASSET-007490,Corrective,2025-05-24,2025-06-19,TECH-0025,11.23,Completed
WO-00048727,ASSET-007490,Preventive,2023-07-07,2023-07-21,TECH-0017,1.93,Completed
WO-00048728,ASSET-007490,Corrective,2024-03-08,2024-03-11,TECH-0024,13.99,Completed
WO-00048729,ASSET-007490,Corrective,2023-07-22,2023-08-17,TECH-0026,24.81,Completed
WO-00048730,ASSET-007490,Corrective,2026-01-19,2026-02-11,TECH-0014,6.85,Completed
WO-00048731,ASSET-007490,Recall,2024-05-08,2024-05-09,TECH-0011,21.58,Completed
WO-00048732,ASSET-007490,Corrective,2023-07-08,2023-07-29,TECH-0023,33.82,Completed
WO-00048733,ASSET-007491,Corrective,2026-10-07,,TECH-0040,23.74,Open
WO-00048734,ASSET-007491,Corrective,2023-08-17,2023-09-09,TECH-0028,33.64,Completed
WO-00048735,ASSET-007491,Recall,2024-10-11,2024-10-18,TECH-0046,23.66,Completed
WO-00048736,ASSET-007491,Corrective,2025-01-16,2025-02-11,TECH-0020,11.2,Completed
WO-00048737,ASSET-007491,Preventive,2023-09-09,2023-09-21,TECH-0000,20.49,Completed
WO-00048738,ASSET-007491,Inspection,2026-10-26,2026-11-15,TECH-0039,27.38,Completed
WO-00048739,ASSET-007491,Preventive,2024-12-08,2024-12-09,TECH-0008,35.66,Completed
WO-00048740,ASSET-007491,Corrective,2023-01-23,2023-02-16,TECH-0048,13.51,Completed
WO-00048741,ASSET-007492,Preventive,2024-11-13,2024-12-02,TECH-0018,21.63,Completed
WO-00048742,ASSET-007492,Preventive,2025-06-18,2025-07-07,TECH-0044,20.23,Completed
WO-00048743,ASSET-007492,Corrective,2026-01-17,2026-02-04,TECH-0010,25.77,Completed
WO-00048744,ASSET-007492,Corrective,2024-11-08,2024-11-26,TECH-0015,9.25,Completed
WO-00048745,ASSET-007492,Corrective,2026-05-11,2026-05-24,TECH-0041,12.52,Completed
WO-00048746,ASSET-007492,Preventive,2025-12-28,2026-01-12,TECH-0044,1.32,Completed
WO-00048747,ASSET-007493,Inspection,2023-02-15,2023-02-27,TECH-0049,36.17,Completed
WO-00048748,ASSET-007493,Recall,2026-06-11,2026-06-29,TECH-0044,16.39,Completed
WO-00048749,ASSET-007493,Preventive,2024-05-27,2024-06-01,TECH-0033,13.53,Completed
WO-00048750,ASSET-007493,Corrective,2026-01-09,,TECH-0033,14.81,Open
WO-00048751,ASSET-007493,Preventive,2024-11-02,2024-11-25,TECH-0038,2.21,Completed
WO-00048752,ASSET-007493,Corrective,2023-01-03,2023-01-07,TECH-0036,22.9,Completed
WO-00048753,ASSET-007493,Corrective,2025-12-04,2025-12-07,TECH-0027,12.48,Completed
WO-00048754,ASSET-007493,Inspection,2026-05-25,,TECH-0028,28.7,In Progress
WO-00048755,ASSET-007493,Recall,2026-06-01,2026-06-10,TECH-0032,29.37,Completed
